4,0,WRITTEN2WRITTEN,M0-A0-S0-B12-W0-F0-T0-X0-D0,Γράψε τις συλλαβές της λέξης σε ξεχωριστά βαγόνια
4,0,WRITTEN2WRITTEN,M0-A0-S0-B12-W0-F0-T0-X1-D0,Γράψε τις συλλαβές της λέξης σε ξεχωριστά βαγόνια
4,0,WRITTEN2WRITTEN,M0-A0-S0-B12-W0-F0-T0-X2-D0,Γράψε τις συλλαβές της λέξης σε ξεχωριστά βαγόνια
4,0,WRITTEN2WRITTEN,M0-A0-S0-B12-W0-F0-T0-X3-D0,Γράψε τις συλλαβές της λέξης σε ξεχωριστά βαγόνια
4,0,WRITTEN2WRITTEN,M0-A0-S0-B12-W0-F0-T0-X0-D1,Γράψε τις συλλαβές της λέξης σε ξεχωριστά βαγόνια
4,0,WRITTEN2WRITTEN,M0-A0-S0-B12-W0-F0-T0-X1-D1,Γράψε τις συλλαβές της λέξης σε ξεχωριστά βαγόνια
4,0,WRITTEN2WRITTEN,M0-A0-S0-B12-W0-F0-T0-X2-D1,Γράψε τις συλλαβές της λέξης σε ξεχωριστά βαγόνια
4,0,WRITTEN2WRITTEN,M0-A0-S0-B12-W0-F0-T0-X3-D1,Γράψε τις συλλαβές της λέξης σε ξεχωριστά βαγόνια
4,0,WRITTEN2WRITTEN,M0-A0-S0-B12-W0-F0-T0-X0-D2,Γράψε τις συλλαβές της λέξης σε ξεχωριστά βαγόνια
4,0,WRITTEN2WRITTEN,M0-A0-S0-B12-W0-F0-T0-X1-D2,Γράψε τις συλλαβές της λέξης σε ξεχωριστά βαγόνια
4,0,WRITTEN2WRITTEN,M0-A0-S0-B12-W0-F0-T0-X2-D2,Γράψε τις συλλαβές της λέξης σε ξεχωριστά βαγόνια
4,0,WRITTEN2WRITTEN,M0-A0-S0-B12-W0-F0-T0-X3-D2,Γράψε τις συλλαβές της λέξης σε ξεχωριστά βαγόνια
4,0,WRITTEN2WRITTEN,M0-A0-S0-B12-W0-F0-T0-X0-D3,Γράψε τις συλλαβές της λέξης σε ξεχωριστά βαγόνια
4,0,WRITTEN2WRITTEN,M0-A0-S0-B12-W0-F0-T0-X1-D3,Γράψε τις συλλαβές της λέξης σε ξεχωριστά βαγόνια
4,0,WRITTEN2WRITTEN,M0-A0-S0-B12-W0-F0-T0-X2-D3,Γράψε τις συλλαβές της λέξης σε ξεχωριστά βαγόνια
4,0,WRITTEN2WRITTEN,M0-A0-S0-B12-W0-F0-T0-X3-D3,Γράψε τις συλλαβές της λέξης σε ξεχωριστά βαγόνια
4,0,WRITTEN2WRITTEN,M0-A0-S0-B12-W4-F0-T0-X0-D0,Γράψε τις συλλαβές της λέξης σε ξεχωριστά βαγόνια
4,0,WRITTEN2WRITTEN,M0-A0-S0-B12-W4-F0-T0-X1-D0,Γράψε τις συλλαβές της λέξης σε ξεχωριστά βαγόνια
