0,1,WRITTEN2WRITTEN,M1-A1-S0-B12-W0-F0-T0-X0-D1,Tap once for each sound in the word. For example, sheep has 5 letters but only 3 sounds. So you tap three times.
0,1,WRITTEN2WRITTEN,M1-A1-S0-B12-W0-F0-T0-X1-D1,Tap once for each sound in the word. For example, sheep has 5 letters but only 3 sounds. So you tap three times.
0,1,WRITTEN2WRITTEN,M1-A1-S0-B12-W0-F0-T0-X2-D1,Tap once for each sound in the word. For example, sheep has 5 letters but only 3 sounds. So you tap three times.
0,1,WRITTEN2WRITTEN,M1-A1-S0-B12-W0-F0-T0-X3-D1,Tap once for each sound in the word. For example, sheep has 5 letters but only 3 sounds. So you tap three times.
0,1,WRITTEN2WRITTEN,M1-A1-S0-B12-W0-F0-T0-X0-D2,Tap once for each sound in the word. For example, sheep has 5 letters but only 3 sounds. So you tap three times.
0,1,WRITTEN2WRITTEN,M1-A1-S0-B12-W0-F0-T0-X1-D2,Tap once for each sound in the word. For example, sheep has 5 letters but only 3 sounds. So you tap three times.
0,1,WRITTEN2WRITTEN,M1-A1-S0-B12-W0-F0-T0-X2-D2,Tap once for each sound in the word. For example, sheep has 5 letters but only 3 sounds. So you tap three times.
0,1,WRITTEN2WRITTEN,M1-A1-S0-B12-W0-F0-T0-X3-D2,Tap once for each sound in the word. For example, sheep has 5 letters but only 3 sounds. So you tap three times.
0,1,WRITTEN2WRITTEN,M1-A1-S0-B12-W0-F0-T0-X0-D3,Tap once for each sound in the word. For example, sheep has 5 letters but only 3 sounds. So you tap three times.
0,1,WRITTEN2WRITTEN,M1-A1-S0-B12-W0-F0-T0-X1-D3,Tap once for each sound in the word. For example, sheep has 5 letters but only 3 sounds. So you tap three times.
0,1,WRITTEN2WRITTEN,M1-A1-S0-B12-W0-F0-T0-X2-D3,Tap once for each sound in the word. For example, sheep has 5 letters but only 3 sounds. So you tap three times.
0,1,WRITTEN2WRITTEN,M1-A1-S0-B12-W0-F0-T0-X3-D3,Tap once for each sound in the word. For example, sheep has 5 letters but only 3 sounds. So you tap three times.
0,1,WRITTEN2WRITTEN,M1-A1-S0-B12-W4-F0-T0-X0-D1,Tap once for each sound in the word. For example, sheep has 5 letters but only 3 sounds. So you tap three times.
0,1,WRITTEN2WRITTEN,M1-A1-S0-B12-W4-F0-T0-X1-D1,Tap once for each sound in the word. For example, sheep has 5 letters but only 3 sounds. So you tap three times.
